"","score","review","writer","time","score_asnum"
"1358","10","마블 영상팀은 언제나 사랑이고 헌신입니다 감사합니다! 좋은 영상물 보여주셔서!  ","하(mmmm****)","2019.07.02 12:42",10
"1359","10","관람객제이크질렌할 진짜좋아하는배우  ","달구(8cof****)","2019.07.02 12:42",10
"1360","10","지려부렸다. 꼭 한번씩들 보세요  ","dldmlcks(dmlc****)","2019.07.02 12:41",10
"1361","10","올해 본 영화중 가장 화려했고 재미 있었네요  ","아레스(ko10****)","2019.07.02 12:41",10
"1362","8","관람객마퓨파 하는 사람은 알지 미스테리오는 구라왕이라는 것을 ㅎㅎ 나도 이디스 가지고 싶다 ㅠㅠ  ","명태(gksl****)","2019.07.02 12:41",8
"1363","10","스파이더맨 당신은 대체...  ","woo(kubo****)","2019.07.02 12:40",10
"1364","10","???: 닉퓨리씨 일해라 절해라 하지 마세요.  ","뭉느(iseg****)","2019.07.02 12:38",10
"1365","10","역시 대박 재밌다 반전의 반전 또봐야지  ","Bny(gnas****)","2019.07.02 12:38",10
"1366","10","심장 쫄깃해질 만큼 재밌게 봤습니다 ㅠㅠㅠ 최고예요  ","kks0****","2019.07.02 12:37",10
"1367","9","모든 노동자들은 미스테리오를 보며 눈물을 흘렸을듯... 학생이랑 금수저는 이 맘을 몰라.  ","panz****","2019.07.02 12:37",9
"1368","8","재밌었고 스파이더맨 액션 과할 정도로 많아서 즐거웠어요  ","shcj****","2019.07.02 12:36",8
"1369","10","스파이더맨을 볼때 토니를 떠올릴 수 있거해줘서 고맙다.  ","민달팽이(als-****)","2019.07.02 12:35",10
"1370","8","관람객아들과 함께 오랫만에 재미있게 봤어요~~~  ","topl****","2019.07.02 12:35",8
"1371","10","하.. 이번주 보로간다 기대중  ","해적왕(dbse****)","2019.07.02 12:35",10
"1372","10","피터찌리릿 각성할때 쩔었음  ","실내건축고양이(oilo****)","2019.07.02 12:34",10
"1373","10","존잼 핵잼이에요ㅠㅠㅠㅠ 또 보러가야지 하 너무 재밌다 진짜  ","팬더(dbwl****)","2019.07.02 12:32",10
"1374","6","내가 보고 싶었던 건 스파이더맨이지 다음 토니 스타크가 아니었다  ","하루(s2su****)","2019.07.02 12:31",6
"1375","10","재밌습니다!!!!ㅎ  ","네오(jh90****)","2019.07.02 12:30",10
"1376","10","영상 효과가 굉장히 많은 액션씬, 빌런의 졸렬함을 느낄수있는 이번 파 프롬 홈입니다  3D로 보시길 추천드립니다  앞으로 마블이 어떻게 스토리 라인을 풀어갈지 의구심이 드는 쿠키..  ","초록코피(wjdt****)","2019.07.02 12:30",10
"1377","8","쿠키 영상 하나는 자막  다~~~끝나고 나오니,  인내심 가지고 기다리세요^^  ","나나(cykf****)","2019.07.02 12:29",8
"1378","10","스포당하기전에 아침조조로봤는데진짜 잼있어어요 역쉬마블~스타크가 피터를 정말아낀게 느껴지네요  ","황인호(ox26****)","2019.07.02 12:28",10
"1379","8","EMP 한방이면 끝이지만... 두번째 쿠키보고 왜 안쓴지 끄덕...  ","9093(yth1****)","2019.07.02 12:28",8
"1380","10","레드 제플린의 노래 최고였다!...  ","LocoTheMan(jinn****)","2019.07.02 12:27",10
"1381","10","거품 다 빼고 2시간동안 재미 있었고 뭔가 애잔 하면서도 킬링타임 지금과 같이 볼 만한 영화 많은데도 밀리지 않을 정도인 듯 난 재미있었음  ","세수하자12(haha****)","2019.07.02 12:26",10
"1382","10","피터 파커의 성장 스토리 영화  ","김이화(yyyk****)","2019.07.02 12:26",10
"1383","10","여러분 평점은 영화 끝나고 보세요.. 다 스포임;  ","상윤(tkdd****)","2019.07.02 12:25",10
"1384","10","굿굿^^~~~~ㅎㅎㅎ  ","star(sils****)","2019.07.02 12:24",10
"1385","10","쿠키영상보고 지리고 갑니다  ","인천sk(youn****)","2019.07.02 12:22",10
"1386","9","피터는 한 층 더 성장했고 역시 너무 멋있었다ㅠ 데일리 뷰글 사장님 보니까 오리지널 스파이더맨 생각도 나고 좋았음ㅎ 그리고 여전히 그리운 토니...  ","나이스(1007****)","2019.07.02 12:21",9
"1387","10","이렇게 페이즈 3을 마무리하기엔 해야 할 얘기가 너무 많은데.. 떡밥만 또 무지하게 뿌리는 마블  ","아따조타(chri****)","2019.07.02 12:19",10
"1388","8","아ㅡㅡ 쿠키영상 몬보고 나옴 다시보러가이야지 ㅋㅋ  ","승쵸리(dldh****)","2019.07.02 12:16",8
"1389","10","최고!!!다 역시 마블  ","최지웅(dndt****)","2019.07.02 12:16",10
"1390","10","관람객스파이더맨 짱ㅠㅠ 액션도 많고 존잼  ","mm(nsb1****)","2019.07.02 12:15",10
"1391","10","아제 마블영화볼때 누가나오던 다의심부터 할듯 ㅋㅋㅋㅋ  ","개구리(rlac****)","2019.07.02 12:15",10
"1392","10","I see you !!!  ","꿈틀(lsjj****)","2019.07.02 12:15",10
"1393","10","조조로 봤습니다 눈호강 귀호강 스파이더맨 체고ㅠㅠ 꼭보세요  ","차예(awwe****)","2019.07.02 12:14",10
"1394","8","왠 다이아~~피터가 토니에게 바치는 노래  ","선졔(assa****)","2019.07.02 12:14",8
"1395","10","청춘 드라마 보는 것 같이 풋풋하가도 하고 정말 재밌네요.  ","oopo****","2019.07.02 12:13",10
"1396","10","마지막까지 보길 바랍니다.반가운 인물이 등장하거든요.ㅋ  ","jyj7****","2019.07.02 12:13",10
"1397","10","Ironman everywhere.  ","르어꺼(ckco****)","2019.07.02 12:13",10
"1398","10","톰홀랜드 ㅜㅜㅜ 너무 귀여어!!!!또볼래  ","티키타카(eazy****)","2019.07.02 12:10",10
"1399","10","기존 스파이더맨 영화랑 차별화도 되면서 마블세계관에 고스란히 녹아드는 영화라니.. 중간에 아이언맨ost나올때 눈물날뻔했자낭..  ","아무무(kimp****)","2019.07.02 12:09",10
"1400","8","나는 생각한다, 고로 존재한다- Descartes  ","박윤태(qkrd****)","2019.07.02 11:57",8
"1401","10","닉퓨리 그는 도덕책....  ","쨈(aaro****)","2019.07.02 11:55",10
"1402","8","관람객어벤져스  끝나고 아쉬웠는데  스파이더맨이 채워주네요^^  ","jdh8****","2019.07.02 11:52",8
"1403","10","역대 스파이더맨중에 히로인은 제일 이쁘다.  ","아요아(brun****)","2019.07.02 11:50",10
"1404","10","연출에 러브라인까지 완벽.  ","가람(pkv1****)","2019.07.02 11:50",10
"1405","9","눈에  보이는 것만 믿지 마라다시 신나게 활동하는 스파이더맨을보니 좋았습니다  ","날두(neos****)","2019.07.02 11:50",9
"1406","10","Even Death, I’m The Hero.  ","미나리(x_ta****)","2019.07.02 11:48",10
"1407","10","피터파커....토니스타크의 유산 역대급이었다  ","kimd****","2019.07.02 11:47",10
"1408","8","먼가 큰그림 그리려다 말았네 ㅋ 다음 마블영화에서 그리고 디즈니플러스에서 다풀어내려나 ㅋ  ","웰치스레몬(scol****)","2019.07.02 11:47",8
"1409","10","이디스 갖고싶고 스파이더맨 여자친구가 되고싶구나 하 ㅋㅋㅋㅋ  ","보보(co51****)","2019.07.02 11:46",10
"1410","9","왜 마지막에 스파이더맨은 다시 돌아온다 안나왔지  ","고효상(kohs****)","2019.07.02 11:45",9
"1411","10","Far from home Prevention from comment terror  ","영서(zero****)","2019.07.02 11:43",10
"1412","10","재밌음~ 스파이더맨 재계약 가즈아~  ","멀크(kkco****)","2019.07.02 11:43",10
"1413","10","엠넷 엔딩 인상적이었다  ","블렌디(bgc5****)","2019.07.02 11:42",10
"1414","10","2차 찍어도 괜찮어요 영상미가 있고 재밌음  ","붕(upk2****)","2019.07.02 11:42",10
"1415","10","마블 페이즈 최고의 마무리  ","ove5****","2019.07.02 11:41",10
"1416","10","관람객이렇게 또 끝나가는구나..하고 쿠키영상 보고 환호함  ","ddffgg(skmh****)","2019.07.02 11:39",10
"1417","10","군더더기 없고 재밋음.  ","페르마타(tlhw****)","2019.07.02 11:39",10
"1418","10","쿠키 영상 꼭 보고 나오세요.. 제발 ㅠㅠ  ","영베어그릴스(kih6****)","2019.07.02 11:38",10
"1419","10","마블은 내 인생의 큰 사건이다. 꼭 영화관에서 다볼테니까 더 개봉해줘 더 더 더 더 계속  ","데헷(ny_k****)","2019.07.02 11:37",10
"1420","10","해피가 캡틴아메리카의 대단함을 깨닫는 장면ㅋㅋㅋ 진심 2시간이 20분같이 느껴지더라고요 재밌었음ㅎㅎ  ","한선생(your****)","2019.07.02 11:36",10
"1421","8","관람객화려한 액션과 cg가 눈들어왔지만 스토리는 조금 전작품 보다 재미가 떨어지는것같다 하지만 마지막 쿠키 영상에서 스파이더맨을 노리는 다수의 빌런?또는 히어로? 또는 킬러들을 상대하는 존웍 같은 스파이더맨을 볼수있을거같다  ","다다오(vndt****)","2019.07.02 11:34",8
"1422","10","방금 보고 나왔는데 쿠키영상 무조건 봐야합니다!!! 꿀잼~  ","사막여우(rudw****)","2019.07.02 11:33",10
"1423","10","“스탠 리” 보신 분들.?!  ","이민기(lki0****)","2019.07.02 11:32",10
"1424","10","재미있어요. 추천합니다.  ","hnu9****","2019.07.02 11:32",10
"1425","10","ㅡ꼭꼭 보세요!!절대 스포 당하시지 마시고요  ","samasama(rsam****)","2019.07.02 11:32",10
"1426","10","피터 파커에서 왔더 빠커ㅗ 라임 의도한건가ㅋㅋ  ","상시리(king****)","2019.07.02 11:31",10
"1427","10","킹갓갓갓갓 : 갓 갓갓 갓  ","정주원(joow****)","2019.07.02 11:29",10
"1428","10","최고 믿고보는 마블 !!!! ㅠㅠ 토니 토미 최고야  ","또니(beas****)","2019.07.02 11:19",10
"1429","10","환영 속에서 눈 감고 뛰어갈 때 진짜 존멋임... 피터 찌리릿 대성공ㅠㅠ  ","symv****","2019.07.02 11:17",10
"1430","10","Back In Black 노래가 나오는순간 소름이 돋는 구간  ","강마에(jy30****)","2019.07.02 11:13",10
"1431","8","겉모습에 현혹되지 말 것!  ","블랙(suoo****)","2019.07.02 11:12",8
"1432","10","피터파커 개귀야ㅑ유ㅓ ㅜㅜ  ","소이(kims****)","2019.07.02 11:11",10
"1433","10","What the f..!  ","후다닥(com1****)","2019.07.02 11:10",10
"1434","10","찌리릿했다아맥 3d로 봣는데 액션 지림  ","벤(kevk****)","2019.07.02 11:10",10
"1435","10","영화관에서 제발 기본 에티켓정돈 지킵시다.  ","호떡(thgh****)","2019.07.02 11:09",10
"1436","10","개꿀잼. 아이맥스4D로 또봐야징  ","쿠킹호일(wrch****)","2019.07.02 11:07",10
"1437","9","예고편에 완벽히 속았다ㅋㅋㅋ  ","민정수석(iawl****)","2019.07.02 11:06",9
"1438","10","진짜 너무너무 재밌었어요 액션하며 영상미 하며.. 마지막 쿠키영상 하나는 이해할수없지만요..  ","하늘샘(tk74****)","2019.07.02 11:06",10
"1439","10","신나게 봤다 ㅎㅎㅎ 드론이 넘쳐난다 ㅋㅋ 볼만한 영화입니다!!!  ","lott****","2019.07.02 11:05",10
"1440","10","여러분 영화 끝까지 다 보고 나오셔야 돼요 아 이제 끝이겠지~?생각해도 계속 나옵니다  ","최고운(chlr****)","2019.07.02 11:05",10
"1441","10","스타크가 피터를 3000만큼 사랑해  ","러버퐈니(kry4****)","2019.07.02 11:04",10
"1442","8","간판 방패와 드론 망치!  ","최민환(xmjl****)","2019.07.02 11:04",8
"1443","10","조선식 억지 감동에 길들여진 몇몇 ㅇㅇ들은 불편한 영화  ","fob(jinq****)","2019.07.02 10:59",10
"1444","8","토니 스타크를 그리워 하며  ","뮤즈맨(muse****)","2019.07.02 10:57",8
"1445","8","엔딩크레딧 기다리고있음  ","사랑을 나에게(4fbb****)","2019.07.02 10:44",8
"1446","8","아직  아이언맨을  잊지못하게 한다  ","카니지(k141****)","2019.07.02 10:42",8
"1447","10","상당히 반전도 많고 재밌습니다  ","반란군 해병대(isla****)","2019.07.02 10:40",10
"1448","8","관람객스파이더맨을 좋아하는 팬으로서 좋은 영화입니다쿠키에서 핵불닭볶음면 냄새가 많이나지만...  ","jihn(sinh****)","2019.07.02 10:39",8
"1449","10","아이언맨의 유산들!!  ","djki****","2019.07.02 10:39",10
"1450","7","미스테리오의 연출 자체는 좋았지만 여러가지의 개연성이 아쉬웠습니다. 미스테리오 캐릭터를 좀더 살리고, 피터가 왜 딜레마를 겪는지에 대해 (단순히 땡깡이 아닌!) 설명하고, 미쉘과 피터 감정선을 더 섬세히 묘사했으면 하는 아쉬움이 남아요  ","토니크로스가즈아(flah****)","2019.07.02 10:37",7
"1451","8","중간에 환영씬은 좀 별로였지만 초반 추모영상은ㅜㅜ  ","여행과 취업(jaem****)","2019.07.02 10:07",8
"1452","8","유재석이 생각났다. X맨은 누구인가??  ","chul****","2019.07.02 09:36",8
"1453","10","관람객보는 동안 잔인하게 세계관내 어른들이 피터를 압박하는데 피터는 안쓰럽지만 기특하게도 한층 성장해낸다. 피터가 우러러 보던, 내가 사랑한 히어로들은 그 세상에 없지만 그의 곁에는 그들 만큼 좋은 어른들이 있어서 잘 자랄것같다  ","조민정(mj99****)","2019.07.03 14:05",10
"1454","10","급식들아 제발 오지마 니네 민폐덩어리야...왤케들 떠드냐 니들때문에 토요일날 또 보러간다 떠들거면 오지말고 어린애들 데리고 오지말고 영화관에서 작작좀 먹어라 니들....처먹으러 오냐??  ","불건전해(gkag****)","2019.07.03 13:57",10
"1455","10","3편은 homeless인가...  ","사계절(haju****)","2019.07.03 13:56",10
"1456","10","피터에게서  토니의 모습을 보며 해피가 짠한 미소를 짓던 장면 .. 그리고 그 장면에서 틀어준 아이언맨 음악 ..피터는 스타크처럼 성장하고 있었다 모든게 그리움으로 넘쳤던 영화였다  ","린지스타(ehuh****)","2019.07.03 13:44",10
"1457","10","토비맥과이어 스파이더맨 스토리랑 앤드류 가필드 스파이더맨 화려한 액션이 짬뽕된느낌ㅋㅋㅋ 존나 재밌게봤다  ","mmmmmm(enth****)","2019.07.03 13:23",10
"1458","9","톰홀랜드 너무 귀엽고 스파이더맨의 매력을 더 살리는 연기를 너무 잘해주었음 액션,개그요소도 짱 그러나 피터가 MJ를 좋아하게 되는 중간 과정이 너무 생략된 느낌. 첫 장면부터 난 MJ를 정말 좋아해라고 하는데 홈커밍과 이어서 봤을 때 조금은 띠용이었음  ","올리브(alsw****)","2019.07.03 12:42",9
"1459","10","진짜 최고.., 기대하고 볼 만 했음  ","별명(sso0****)","2019.07.03 12:41",10
"1460","10","톰홀랜드 귀여워! ㅠㅠ 재밌음! ㅎㅎ  ","gost****","2019.07.03 12:39",10
"1461","9","이게영화지.. 10점은 엔드게임 자리라서ㅜ  ","월류하(tsee****)","2019.07.03 12:39",9
"1462","10","재밌게잘봤어요. 짱짱  ","mnb636(han9****)","2019.07.03 12:37",10
"1463","10","첫번째 쿠키영상에서 스파이더맨이 대화하는 장면 뒷배경에 스탠리 나와요  ","김도영(rayc****)","2019.07.03 12:37",10
"1464","10","관람객내용을 꽉채웠다 하지만 다음편엔 보다 스파이더맨으로서 완성된 피터 파커가 나왔으면 좋겠습니다. 그리고 진심인데 이번 쿠키영상은 선택이 아니라 필수에요 꼭 보시길  ","찹찰떡(kore****)","2019.07.03 12:36",10
"1465","9","후반 액션신 황홀하다.  ","kfc1****","2019.07.03 12:35",9
"1466","10","흥미로운 이야기! 신선한소재!  ","호텔(hote****)","2019.07.03 12:33",10
"1467","10","최고였음~~~ 역쉬~~  ","행동파(rlad****)","2019.07.03 12:31",10
"1468","9","관람객반전있어서 9점 드립니다  ","cowo****","2019.07.03 12:29",9
"1469","10","스파이더맨 찰떡 토미 사랑해 ,,  ","윤은비(dbsd****)","2019.07.03 12:28",10
"1470","10","진짜 마블 찐덕에 최애 스파이더맨인 사람으로서 진짜... 진짜 소름 돋았음 토니가 얼마나 피터를 아끼고 사랑했는지도 뼈때리게 알게 됐고... 진짜 대박이니까 마블 좀 본다 하는 사람들은 꼭 보세요 진ㅋ자로 마블이 일냈다  ","To J(jenn****)","2019.07.03 12:25",10
"1471","10","관람객새로운 마블의 시작 아이언맨을 이을 스파이더맨의 성장기. 매우 흥미로운 마블 페이즈4의 시작. 그리고 돌아온 데일리 뷰글 까지 정말 꿀잼인 영화  ","cksl****","2019.07.03 12:22",10
"1472","10","적절한 코믹 요소와 시원한 액션. 스토리까지 3박자가 맞은 스파이더맨 굿  ","sang****","2019.07.03 12:22",10
"1473","10","그간 마블영화는 끝을 알리는 어두운 영화였다 이번 스파이더맨은 새로운 시작을 알리는 신선한 느낌이랄까? 재밌게봤음  ","sung****","2019.07.03 12:16",10
"1474","10","하으읏 토미오빠 사랑해 짜릿해 토미오빠 얼굴만 나와도 재밌어  ","로깅(sjk2****)","2019.07.03 12:16",10
"1475","10","토니와 피터를 한 샷에 그리는걸 더 그리워하게되는 영화  ","ChochouBlanc(bmcl****)","2019.07.03 12:14",10
"1476","10","토니가 파커를 왜 후임자로 생각했는지 알수 있는 영화  ","닐닐닝(love****)","2019.07.03 11:47",10
"1477","10","개봉날 조조로 봐주는 센스!! 존잼이다  ","ohkm(ohkw****)","2019.07.03 11:46",10
"1478","10","관람객What the fxxx  ","루나하이(onet****)","2019.07.03 11:45",10
"1479","9","관람객여행가고싶다는 생각이 드는 묘한 영화ㅋㅋㅋㅋ  ","화산고광(fg85****)","2019.07.03 11:45",9
"1480","10","진정한승자는 닉퓨리...ㅋ 모든시리즈 거의다 나옴.  ","cove****","2019.07.03 11:38",10
"1481","10","액션씬이 홈커밍때보다 훨씬 재밌습니다!!  이런 영화라면 영화표값이 아깝지 않습니다  ","으이극(dlst****)","2019.07.03 11:36",10
"1482","8","재미 면에서는 스파이더맨 시리즈 중에 단연 최고가 아닐까싶다!회사 반차 내고 본 보람이 있다.  ","골디락스(spri****)","2019.07.03 11:35",8
"1483","10","보통 후속편은 그냥 전작 이어가기에 그치는 편인데 마블영화는 후속편일수록 더 잼있다!  ","그림그림씨코(anys****)","2019.07.03 11:25",10
"1484","8","보....,,!!!  ","thde****","2019.07.03 11:25",8
"1485","7","난 개인적으로 중간중간에 지루함이 있었음. 하이틴감성도 나한텐 별로였고ㅜ 쿠키는 인상적이었음.  ","119(rurr****)","2019.07.03 11:22",7
"1486","10","나이40에 마블 시작하게 만드네오또케 ..낼한번 더 보겠쓰  ","써니(aqua****)","2019.07.03 11:20",10
"1487","9","진짜 잘만들었음 스파이더맨 시리즈는 빌런이 참으로 매력적이다 전작의 문제점이였던 액션이 굉장히 좋아졌고 이제 피터는 자기 행동에 책임을 져야한다  ","후라잉(jini****)","2019.07.03 11:17",9
"1488","9","너무재밋는데 문제는관객이다파프롬홈 보고온 사람은 알겠지만 박장대소?할만큼 큰 개그요소는 별로없다 그냥 피식? 그정도의 유머요소가 많았는데 너무 소리를 지르면서 깔깔대는데 그게에 신경쓰느라 100프로 몰입을 못했다.이거 나만불편해?  ","관세(rapg****)","2019.07.03 11:16",9
"1489","10","관람객연기와재미 모든걸한눈에  ","윤훈(gmhu****)","2019.07.03 11:08",10
"1490","6","과잉적 반전 남발. 다소 띵한 인피니티 사가 종말.  ","nonsence(hyuk****)","2019.07.03 10:54",6
"1491","8","스파이더맨 영화에도 알바가필요하나...? 7월 2일 개봉인데 첫페이지 평점 전부가 다 9시작성이네;; 영화도 안보고 평을 달아 뭐야.  ","기리니(gkgk****)","2019.07.03 10:49",8
"1492","7","견문색 각성 오졌고;;;  ","123123(goms****)","2019.07.03 10:25",7
"1493","10","피터파커가 스파이더맨이다  ","JOTAKU(chop****)","2019.07.03 10:16",10
"1494","10","개 꾸르잠대맴재재매ㅋㅋㅋ  ","금현준(qhof****)","2019.07.03 10:05",10
"1495","10","유튜브 예상글들은 정말...ㅎㅎㅎ모두 빗나가네요,역시 최고의 마블!  ","키라티나(wlgu****)","2019.07.03 10:04",10
"1496","10","내년까지 어떻게 기다리지..  ","시옷히읗(evan****)","2019.07.03 10:02",10
"1497","8","하이틴 액션 히어로 영화한층 더 성장한 스파이더맨기대되는 마블후속시리즈  ","모노몬(unho****)","2019.07.03 09:47",8
"1498","10","관람객나도 그립당 토니 아이언맨 보구싶다  ","오공(toso****)","2019.07.03 09:44",10
"1499","10","예고편보고 액션은 뻔할꺼 같다고 생각했으나 정말 충격적인 액션씬과 스파이더맨에 내외적 성장이 잘 들어나서 너무 좋았다  ","하늘나무숲길(jaew****)","2019.07.03 09:43",10
"1500","10","관람객쿠키영상이 반전이라 놀람  ","예그리나(auuj****)","2019.07.03 09:38",10
"1501","8","Even  Death  I'm The Hero.  ","뭘까이거(dntj****)","2019.07.03 09:36",8
"1502","10","관람객진짜 기대를 하고 봤는데도 기대 이상인 영화 이래서 마블이다 다시 한 번 느끼게 해주는 영화 영화보는 내내 계속 웃고 즐거웠습니다. 다음 작품 빨리 만나고 싶네요 ㅠㅠ 스파이더맨 짱  ","단(eang****)","2019.07.03 09:27",10
"1503","8","소소 스파이디 3부작을 뛰어넘으류작품은 어디에스파이디3부작 닼나 3부작 이둘은 영원할듯  ","건나이츠(kair****)","2019.07.03 09:18",8
"1504","10","홈커밍보다 조금더 성숙해진느낌을 많이받았다ㅠ홈커밍에서 볼수없엇던 다양한 감정연기를 볼수있어서 좋앗던ㅠㅠㅠ또보러간다  ","쩡(wjde****)","2019.07.03 09:09",10
"1505","10","기대에 100% 부응했던 영화  ","이세아(huni****)","2019.07.03 09:07",10
"1506","10","관람객What the f! 는 이제 시그니처가 된듯 ㅋㅋㅋㅋ  ","진병관(mon0****)","2019.07.03 09:03",10
"1507","10","역시...우주를 지키는 영웅보단...다정한 이웃들을 지키는 스파이더맨이 더 정감이 가는구믄 그랴....그리고 앞으로 유튜버들 ....그누무 멀티버스 타령하더니만...ㅋㅋ 앞으로 예측하지말고 그냥 나오면 봐....  ","카게마루(msb9****)","2019.07.03 09:02",10
"1508","10","관람객역시 마블... 정말 보는내내 흥미로웠습니다 ..  ","ljh3****","2019.07.03 08:58",10
"1509","9","관람객진화를 거듭하는 스파이더맨 시리즈~~!!베리굿!!  ","일민어멈(run_****)","2019.07.03 08:55",9
"1510","8","""눈에 보이는게 전부가 아니다.""라는 교훈을 주는 영화  ","카이로스(jwj1****)","2019.07.03 08:47",8
"1511","10","관람객피터 찌리릿, 보, 스친,  ","전소현(sohy****)","2019.07.03 08:46",10
"1512","10","닥터스트레인지 처음 볼 때 느낌  ","알게모르게(rudv****)","2019.07.03 08:44",10
"1513","9","쿠키 영상, 다음 편이 아주 기대됩니다.  ","지밀(dbe0****)","2019.07.03 08:17",9
"1514","10","아이언맨에서 스파이더맨으로..!  ","돌연변이(alsr****)","2019.07.03 08:13",10
"1515","10","최고였다 아쉬웠던점은 스탠리가 나오지 않은거..  ","최정빈(zzaa****)","2019.07.03 07:38",10
"1516","9","관람객팬무비처럼 만들었지만 팬이라서.  ","Lizi Lee(jani****)","2019.07.03 07:29",9
"1517","10","통수의 통수의 통수스파이디 너무 힐링되고 귀여워서 매일 보고싶은 영화포스터는 씨가 마르고 영화매너 없는 분들 사이에서 봤어도 10점  ","ggg(gkql****)","2019.07.03 07:08",10
"1518","10","정말 너무 슬프고 좋았다. 토니가 피터를 얼마나 아꼈는지, 어떤 삶을 살다갔는지 너무 잘 느껴졌고 피터가 수트 만질때는 정말.. 아이언맨 장면들이 떠오르면서 너무 감동적이였다.  ","박승아(koil****)","2019.07.03 07:07",10
"1519","10","리틀아이언맨의탄생 피터찌리릿  ","아콩(mnvc****)","2019.07.03 04:48",10
"1520","6","관람객쿠키 영상에 익숙한 얼굴이 ㅋㅋㅋ  ","우우(blue****)","2019.07.03 04:42",6
"1521","7","관람객믿고보는 마블영화 꿀쥄  ","흥중(loll****)","2019.07.03 04:41",7
"1522","10","해외여행꿀팁 ''보''  ","음(ghml****)","2019.07.03 04:31",10
"1523","10","영화가 완전히 끝나고 스크린에 아무것도 안 나올 때까지 앉아있어야 하는 영화  ","변가영(chfh****)","2019.07.03 04:14",10
"1524","7","관람객원보다는 좀 아쉬운 감이 있지만 액션씬 멋있고 러브씬은 귀여워요  ","천민지(vani****)","2019.07.03 04:00",7
"1525","10","존나 재밌습니다 하이틴 특유의 발랄함도 있고 몰입감 장난아니고 반전도 있고 굳굳  ","고뿔(aoo1****)","2019.07.03 03:49",10
"1526","10","미스테리오는 진짜 정체는 과거에서온 페르시아의 왕자였음.  ","최공(happ****)","2019.07.03 03:41",10
"1527","10","주인공 진짜 찰떡임 찌리릿  ","axdw****","2019.07.03 03:21",10
"1528","10","어른이 남자가 된 스파이더맨  ","ㅋㅋㅋ(kttn****)","2019.07.03 03:19",10
"1529","10","진짜 토미 갈수록 연기가 늘고 외모도 열일 !  보는내내 찌리릿했음 ^p^  ","권세아 0호팬(gksw****)","2019.07.03 02:58",10
"1530","10","관람객역대 스파이더맨에서 나온 빌런중에서  가장 신선해요  ","오현석(nmnm****)","2019.07.03 02:55",10
"1531","10","피터 하고싶은거 다해ㅠ 피터가 아언맨도하고 캡틴도하고 비전도하고 위도우도하고 다해 그냥 ㅠ  ","밍구(rlam****)","2019.07.03 02:53",10
"1532","9","<아이언맨 4 : 에필로그(feat.피터파커)>로 봐도 무방할만큼 토니의 영향력 하에 있는 스파이더맨 성장기. 뭣보다 엔드게임 이후의 공허함을 위로하는 시의적절한 팬서비스 영화. 마블은 어떻게 팬심을 건드려야 좋은지 무서울 정도로 정확하게 포착함.  ","재윤(perr****)","2019.07.03 02:34",9
"1533","7","토니가 없으면 이야기가 안됨, 그렇다고 이야기가 있는것도 아님 ㅋㅋㅋㅋ  ","no(rage****)","2019.07.03 02:20",7
"1534","10","닉퓨리 이 새끼는 진짜 정말  ","mrjk****","2019.07.03 02:02",10
"1535","8","재밌게 잘 봤는데 쿠키보고 기분잡침..  ","하양(ange****)","2019.07.03 01:46",8
"1536","10","관람객역대급...보는내내 로다주가 그리웠음..그래도 우리 토니파커 한층더 성장함!외모도 액션도 전부다  ","hyo2****","2019.07.03 01:46",10
"1537","5","캐릭터는 스파이더맨인데 양산형 영화같은 스토리 진행...  ","박현아(lova****)","2019.07.03 01:44",5
"1538","10","진짜 개잼!!! 아 너무 재밌음ㅠㅠㅠ 개그도 앤트맨 못지않게 재밌음...개그요소 정말 많고, 진짜 톰 연기 너무 잘한다ㅜㅜ 그리고 쿠키2개 무조건 보세요!!!!  ","스폰지밥(dkal****)","2019.07.03 01:35",10
"1539","10","관람객개꿀잼핵꿀잼넘꿀잼다이너마이트꿀잼  ","김의평(meod****)","2019.07.03 01:24",10
"1540","10","크래딧 올라가는 중에 리뷰써요..두번째 쿠키를 아직 안봤지만 정말 대박이네요 ㄷㄷㄷ  ","몽상가오현교(jlyp****)","2019.07.03 01:20",10
"1541","10","토니 스타크의 냄새를 맡을수있어 좋았던 영화  ","김선임(tkdg****)","2019.07.03 01:20",10
"1542","10","토니 스타크 ㅜㅜ ...  ","bono(takh****)","2019.07.03 00:47",10
"1543","8","관람객다음편이 기대되는 영화  ","mmm(hseu****)","2019.07.03 00:46",8
"1544","10","아니 톰 너무 잘 생긴거 아닌가 톰 보러 또 가고싶어짐..  ","얼마면돼(hanm****)","2019.07.03 00:44",10
"1545","10","중간중간 토니스타크 생각에 눈물이 찔끔했지만 피터 파커의 잠재력을 볼 수 있어 행복했다.  ","한솔미(thfa****)","2019.07.03 00:38",10
"1546","10","토니스타크는 영화에 나오지 않았지만 난 영화에서 토니스타크를봤다...  ","sksg****","2019.07.03 00:27",10
"1547","9","고전 스파이더맨 느낌이 아닌... 아이언스파이더맨으로 변질되는 느낌은 왜 드는 걸까.. 결국 스파이더맨의 능력이 아닌 아이언맨의 능력들로 세상을 구하는 거네.. 재미는 있는데 스파이더맨이 스파이더맨 같지 않고 아이언거미인간을 본듯한 느낌.  ","Peter(hjoh****)","2019.07.03 00:11",9
"1548","10","관람객쇼ㅕㅎ6ㅕ효ㅗ쇼ㅓㅕㅕㅑ  ","남극펭귄(rhdg****)","2019.07.02 23:44",10
