"","score","review","writer","time","score_asnum"
"1","10","토니 스타크가 피터 파커를 얼마나 사랑하는지 알 수 있는 영화  ","이예린(leey****)","2019.07.02 09:00",10
"2","8","이 글을 보신 모든분들 인생 대박나고 가족 모두가 만수무강 입니다  ","최정규(cjg4****)","2019.07.02 09:17",8
"3","10","유투버들 다 틀렸어 ㅋㅋㅋ멀티버스는 개뿔... 관광버스만 무지허게 나옴 ㅋㅋㅋ 어쨌든 2시간 넘게 계속 찌리릿 했네요 역시 영화는 마블... 번역은 황석희...  ","키타맨(jhon****)","2019.07.02 09:00",10
"4","10","영화관에서 떠들지 맙시다. 소곤소곤대지 맙시다. 애들 데리고 와서 시끄럽게 하지 맙시다. 앞자리 발로 툭툭 차지 맙시다. 커플끼리 과도한 애정행위 하지 맙시다.  ","queen(mara****)","2019.07.02 09:23",10
"5","9","젠장 캡틴은 어떻게 저걾 맞추는거야????  ","qorg****","2019.07.02 10:44",9
"6","8","토비 맥과이어 스파이더맨 때부터 봐왔다면 쿠키영상 때 소름 돋으실 겁니다.  ","Shark(moon****)","2019.07.02 09:03",8
"7","10","67% 정도 기대했지만 100% 재밌었어요  ","love****","2019.07.02 12:28",10
"8","10","피터 찌리릿은 황석희 번역가가 아니었다면 나올 수 없었다.  ","박재민(jaem****)","2019.07.02 12:14",10
"9","10","토니스타크 이정도면 빌런제조기아니냐  ","meen1219(mins****)","2019.07.02 13:26",10
"10","10","관람객 : 이런 ㅆ..!아직도 남아있는 토니스타크의 온기ㅠ(쿠키영상 2개 다 봐야함)  ","cjhc****","2019.07.02 09:19",10
"11","9","피터가 한층 더 ""히어로""로서 성장하는 영화  ","친절한효자손(rgy0****)","2019.07.02 10:01",9
"12","10","쿠키영상은 2개, 둘다 매우 충격적  ","su45****","2019.07.02 10:42",10
"13","9","cg 팀은 과로사 직전까지 갔을것이야...  ","게이(mg08****)","2019.07.02 15:04",9
"14","10","토니 장례식이 끝나고 49재 보는 느낌  ","urim****","2019.07.02 11:13",10
"15","10","톰 홀랜드가 멋있다 추천    앤드류가필드가 멋있다 비추천  ","이히(dksq****)","2019.07.02 12:11",10
"16","10","와 진짜...대박임... 아이언맨1 봤을 때 그 느낌...짱임....  ","해세다(uplo****)","2019.07.02 10:32",10
"17","10","영화 보면서 뒤통수 몇번이나 맞은거얔ㅋㅋㅋㅋ  ","긍정이(jsys****)","2019.07.02 09:57",10
"18","10","토니 스파크 죽어서도 마블 살리다  ","포카리(only****)","2019.07.02 11:54",10
"19","10","피터 눈에 눈물 고일때마다 마음이 찡ㅠㅠ  ","수진(crea****)","2019.07.02 11:54",10
"20","10","쿠키영상 임팩트가 장난 아니네 꼭 보세요  ","엘리시아(corh****)","2019.07.02 09:00",10
"21","10","방금 조조보고 나왔는데 햇살 너무 부시다 이디스가 필요하다  ","SKIRON144(wssj****)","2019.07.02 11:34",10
"22","10","마지막 쿠키영상이 이렇게 의미있는 영화 오랜만에 보는듯. 원래 크레딧 다 올라가고 나오는 영상은 그냥 서비스용이 많았는데 이번껀 마블의 새로운 10년을 살짝 보여주는 의미있는 크레딧이니 꼭 다 챙겨보시고 나오세요!  ","n910****","2019.07.02 10:31",10
"23","9","제트기에서 아이언맨브금 나오면서 피터가 슈트만드는 장면은 진짜 코끝이 찡했어요..  ","김도현(kdh0****)","2019.07.02 13:12",9
"24","10","존잼! 휘트니 휴스턴 목소리를 영화관에서 듣는 보너스까지!  ","ph2s****","2019.07.02 10:46",10
"25","10","평점 낮게 주신 분들은 아마 엔드게임의 웅장함에 매료되었다가 히어로가 한명만 나오기도하고 스케일 작아져서 조금 실망하신듯 한데, 저는 10점만점이었습니다. 개그요소도 잘챙기고 액션도 굉장했고, 맨인블랙에서 토르레퍼런스 망한거와 다르게 캡틴 래퍼런스 굳  ","케노비(freq****)","2019.07.02 11:21",10
"26","10","이 작품을 마지막으로 마블 시리지는 이제 그만 봐야겠다고 마음 먹고 극장엘 갔는데, 영화가 '응 쓸떼없는 생각 그만하고 계속봐' 이러네요. 일단 USB로 빼간 정보가 다음 편에선 어떻게 위기로 다가올지 궁금해서라도 봐야겠어요.  ","2쿼터 후반(grin****)","2019.07.02 11:40",10
"27","10","토니 스타크는 항상 옳았다... 다음 시리즈 기대대는 영화  ","가나다라마바사(hyeo****)","2019.07.02 10:25",10
"28","10","하이틴영화같이 가볍다고 느껴질 수도 있지만 스파이더맨이기에 가능한 느낌이라 더 좋았는데. 극 중 아직 16살밖에 되지 않은 어린 영웅의 성장이야기! 재밌었다!  ","푸푸(ssae****)","2019.07.02 10:44",10
"29","10","미스테리오 연출은 진짜 마블의 천재적인 발상인듯  ","tptj****","2019.07.02 13:44",10
"30","10","피터의 성장 일기 ㅠㅠㅠ 토니가 얼마나 피터를 좋아했는지 알게해주는 영화 ㅠㅠㅠㅠ  ","꿈하늘(ksha****)","2019.07.02 10:07",10
"31","10","어벤져스:엔드게임의 여운이 채 가시기도 전에 또 다른 즐거움을 선사하는 마블은 언제나 사랑입니다  ","Clayton Kershaw(poze****)","2019.07.02 11:16",10
"32","10","토니가 아이언맨을 만들 때 나오던 노래가 흘러나오는데 울컥ㅠㅠ 토니는 죽어서도 피터를 성장시키는 원동력이 된다. 다음 어벤져스는 또 얼마나 스케일을 키울려고...  ","이코(leni****)","2019.07.02 11:10",10
"33","10","아니 유투버가 틀렸니 어쩌니 하는얘기는 왜또 평점에 남기는거냐 스포를 안하면 평이 안써져??? 한심한놈...어휴  ","sheep(uksi****)","2019.07.02 11:25",10
"34","10","EIDTH: Even if i'm dead i'm the hero  ","은(wolf****)","2019.07.02 12:27",10
"35","10","관람객소니야 빨리 판권 넘겨라..  ","디앙(nadi****)","2019.07.02 14:59",10
"36","10","통수에 통수에 통수에 통수  ","가을하늘(skys****)","2019.07.02 10:38",10
"37","10","토니스타크가 참 적들을 많이 만들어났음ㅋ  ","jh80(jong****)","2019.07.02 12:28",10
"38","10","뉴스는 거짓말 하지 않는다던 피터파커.... 뉴스에 뒤통수 씨게 맞아 버리고 다음 영화를 기대하게 만든다  ","하프물범(kdw5****)","2019.07.02 14:50",10
"39","10","토니스타크씨 보고 계시죠?? 피터가 이만큼 성장했어요.  ","이승재(ccoc****)","2019.07.02 13:13",10
"40","10","한마디로그냥 오.졌.다  ","dfeikf(lyan****)","2019.07.02 11:39",10
"41","9","전투씬이 아주 화려해졌네요. 이전작에서 스파이디 센스가 안보여진게 많이 지적되었는지 은근 신경쓴 모습도 좋았습니다. 고등학생들 풋풋한 모습과 슈퍼히어로서의 고뇌와 부담감도 너무 무겁지 않게 잘 표현한 듯 합니다. 실제 영화관 관객 분위기도 좋았어요  ","모짜(nath****)","2019.07.02 12:16",9
"42","9","우주갔다가 과거갔다가 지친 우리들에게 다시 비교적 편하게? 한템포 쉬었다 가자 말해주는거 같다 오랜만에 초기 스파이더맨 감상한 느낌  ","윗치(keny****)","2019.07.02 09:34",9
"43","10","지금까지 마블 영화 다 봐온 팬으로서, 스파이더맨 시리즈 중 제일 재밌었어요. 개인적으론 재미 면에서 마블 영화 전체 Top5에 든다고 생각합니다. 저는 2D로 봤는데, 여러 시각효과가 많으니 3D/4D로 보시길 추천드려요! 그리고 쿠키영상 2개에요~  ","Take4(llsh****)","2019.07.02 12:27",10
"44","10","미스테리오랑 싸울 때 cg지렸음. ㄹㅇ 내가 당하는 느낌  ","소설가J(lie_****)","2019.07.02 19:45",10
"45","10","없지만 있었고, 있지만 없었다.  ","화니(zozi****)","2019.07.02 10:05",10
"46","8","특수 효과에 속아넘어간  건 영화속 세상일까 현실속 관객일까  ","러쉬타임(iili****)","2019.07.02 10:43",8
"47","10","피터 파커 가 시빌워때는 못느꼇는데 갈수록 너무 잘생겼네요  ㅋ  아이맥스로 봤더니 슈트가 너무 디테일하게 바로코앞에서 보여서 신기했네요  재밋어요  ","한영(jsm0****)","2019.07.02 13:42",10
"48","10","스파이더 센스가 인상적이었다.  ","sai1****","2019.07.02 09:08",10
"49","10","비행기에서 피터한테서 토니의 모습을 보고 감동하고 마지막 왓더 파커?!!  ","in14****","2019.07.02 10:03",10
"50","10","아이언맨이라는 캐릭터보다 배우 로다주의 빈자리가 너무나도 크게 느껴졌던 영화였네요... 톰 홀랜드는 눈시울을 붉히면서 어찌그리 눈물연기를 맛깔나게 잘하던지ㅠㅠ 재밌게 잘 보고 왔습니다  ","곰팅이(aswd****)","2019.07.02 12:59",10
"51","10","레드제플린 음악나올때 너무 뿌듯하더라  ","양외지적(ekfg****)","2019.07.02 11:09",10
"52","10","다정한 이웃 피터 찌리릿  ","bkr0****","2019.07.02 10:36",10
"53","10","인천cgv에서 7월1일12시 50분영화 과장없이 한시간정도 휴대폰 하신 분 그럴꺼면 왜 보러오셨나요?? 친구는 열심히 보던데 친구 따라오셨나요? 친구는 그렇게 잘따르면서 부모님 가정교육은 왜 안듣는건지,,아 혹시 없으신가요? 없으면 죄송합니다~ ㅠ  ","한영빈(hyb6****)","2019.07.02 15:27",10
"54","8","어쩐지 영화내내 닉퓨리가 좀 어색한 느낌이 있었다  쟤들이 누군지 캠틴마블 안 본 사람들은 좀  이해 어려웠을듯  ","성공(tyts****)","2019.07.02 16:40",8
"55","10","티켓값은 이렇게 쓰는거지. 땡큐 마블. 우리나라 영화는 제발 정신좀 차려라.  ","테오데데(lain****)","2019.07.02 11:14",10
"56","10","관람객홈커밍때와는 다른..  ","김김김(yout****)","2019.07.02 13:53",10
"57","10","비행기에서 수트 만들 때 레드제플린 노래 나올 때....와....아이언맨....  ","그린하우스케어(rnjs****)","2019.07.02 16:52",10
"58","10","벌써 스파이더맨 3 보고싶음  ","gkxm****","2019.07.02 13:18",10
"59","9","이제야 정말 스파이더맨이된 느낌이네여!!!하지만 피터는 앞으로 어떻게 할지 궁금하네여  ","chlw****","2019.07.02 13:14",9
"60","10","미스테리오는 약간 다루기 어려운 빌런인데 잘풀어낸것같습니다 ^^  ","Peter(sai3****)","2019.07.02 14:21",10
"61","10","개인적으로 스파이더맨 역대급 긴장감과 액션이라고 얘기하고 싶은 영화네요중간중간 피터가 토니와 겹치는 모습도 인상적이였습니다  ","두두리(123s****)","2019.07.02 13:19",10
"62","9","옛 영화의 브금들이 중간중간 나와서 좋았고 볼거리좋았음 근대 내가 못하는 사랑얘기때문에 1점뺌  ","케사장(kyun****)","2019.07.02 13:34",9
"63","10","심야 24시 영화 보는데 수면제 먹지 않은 이상 잠이 올수가 없다.영화자체도 오졌는데 쿠키는 역대급이다.쿠키에 똥을 저렇게 싸놓고 3편을 어떻게 치울려나.  ","stsd****","2019.07.02 15:06",10
"64","8","이 정도면  아주 잘 뽑았다  ","podo****","2019.07.02 12:26",8
"65","10","마블시리즈 중에서도 손꼽히는 수작  ","까불지마(mado****)","2019.07.02 11:55",10
"66","10","물,불,흙 어쩌고....미스테리오팀 다 이과라 스토리 넘 못짜서 망함. 문과의 중요성.  ","또잉(dh77****)","2019.07.02 23:03",10
"67","10","스파이더맨 혼자서도 가능하다는걸 보여준 마블의 새로운 비젼  ","에스델(ainc****)","2019.07.02 13:00",10
"68","10","오해하는 사람이 너무 많네...해피랑 피터가 비행기 안에서 만나서 나온 노래는 레드 제플린 노래가 아니라 acdc의 back in black 이라는 노래임  ","gye(gyeo****)","2019.07.02 19:54",10
"69","10","이제 아이언맨의 다음 세대 가 시작 된다는 것 을 진짜로 느끼게 되었다 ㅠㅠㅠ 그림 이나 영상 이나 사진 으로 밖에 접할 수 없다니.. 아이언맨 의 흔적들이 많이 보여서 그리웠고 스파이더맨 액션씬이 너무 넘사벽 간지라서 소름돋았다 액션씬 최고 !!  ","메롱(fhxl****)","2019.07.02 15:07",10
"70","10","관객도 찌리릿 했다. 성장과 찌리릿을 모두 느낄 수 있었던 영화.  ","유진(oha0****)","2019.07.02 13:13",10
"71","6","스파이더맨이 아직 애라는 설정을 넣고 싶던 것 같은데 그 점이 답답하게 느껴졌다 그리고 MJ 타령은 진부하다 액션은 재밌었지만 스토리는 솔직히 유치했다 그럼에도 마지막 쿠키영상이 다음 영화들을 기대하게 한다  ","iseg****","2019.07.02 17:23",6
"72","9","아이어맨이 더욱 그리워지는 영화토니형 3000만큼 보고 싶어..  ","잉어빵(kb20****)","2019.07.02 17:16",9
"73","10","난 스파이더맨의 숙모를 사랑한다!  ","Fukt(mkmo****)","2019.07.02 11:44",10
"74","10","관람객해피가 음악틀때 소름돋았음..토니와 피터의 오마주..ㅠ  ","오씨(star****)","2019.07.02 14:23",10
"75","9","피터 좀 가만히 놔둬라 ㅠ  ","youn****","2019.07.02 12:25",9
"76","10","쿠키영상이 충격이네요 꼭 보시길 2개 있습니다  ","리기다(dkff****)","2019.07.02 12:13",10
"77","10","진짜 액션 기대 1도 안하고 갔는데 너무 개쩔어서 속으로 함성지르고 씨지 에졌고 환영 진짜 스포될까봐 말 안하는데 중간에 눈물 흘릴 뻔 했다 스파이더맨 모든 시리즈 그중 최고임 진짜 스포 당하고 보는 사람들이 너무 아까울 정도. 스포하지 마세요 진짜로  ","Qu(qkra****)","2019.07.02 21:27",10
"78","10","액션굿 스토리굿 앛으로도기대됨  ","으아아이패드(ipad****)","2019.07.02 13:13",10
"79","8","Back In Balck 을 다시 듣기만 해도 아이언맨의 향기를 느낄 수 있다니  ","아지뱀(yhoc****)","2019.07.02 11:42",8
"80","10","자꾸 어른들이 피터에게 책임감 떠맡기는거 진짜 싫었음ㅠㅠ우리 피터는 파릇파릇한 고딩인데ㅠㅜ그리고 이번에 스파이더센세와 공중빌딩 액션씬 진짜 잘뽑았다. 보고 소름 돋음ㄷㄷ 피터가 너무 철이 많이 들어서 멘탈이 걱정된다ㅠㅜㅠ토니ㅠㅠ  ","코무(gkdl****)","2019.07.02 21:21",10
"81","10","아이언맨때문에 또 울컥했다 비행기안에서의 해피와 대화는 정말 ㅠ  ","어맨우(roya****)","2019.07.02 19:18",10
"82","10","수트부분에서 저만 울었나요?? 진짜 토니 스타크생각나서 찡했다...!!  ","푸후리(popo****)","2019.07.02 22:16",10
"83","10","죽어서도 나는 영웅이다.이디스~보는내내 토니가 생각나는 영화였음ㅠㅠ  ","chm2****","2019.07.02 14:30",10
"84","10","미스테리오라는 빌런을 너무 잘 표현했다. 마블 팬으로서 너무 만족  ","HIS(dlrt****)","2019.07.02 21:43",10
"85","10","처음에 추모하는거 대박이고 너무 신선했다  ","짱이다(sink****)","2019.07.02 14:38",10
"86","9","솔직히 크게 기대 안했는데 생각보다 볼만했습니다. 유치한 건 샤잠 같은 거나 유치하다고 하는거지 이정도 무게면 고등학생 주인공 치고 적절하고 성인들도 가볍게 웃으면서 볼 수준입니다.실제로도 주위 성인 관람객들 키득 거리면서 잘 보시더군요.  ","김태순(kimn****)","2019.07.02 12:13",9
"87","1","제가 본 마블 영화 중에서 가장 재미가 없었습니다.  ","박성현(exr1****)","2019.07.03 02:32",1
"88","10","옛날 토비 맥과이어 스파이더맨 시리즈에 나온 시몬스 J.K.배우가 이번 스파이더맨 파프롬홈에 똑같은 역할 조너 제임슨 국장을 맡다니 역대급이다. 스파이더맨을 잘 아는 사람은 다 알듯.  ","jing****","2019.07.02 10:04",10
"89","8","관람객그 smi가 번역 안해서 행복합니다.  ","BlackMetallic(adda****)","2019.07.02 16:24",8
"90","8","븅.신들이...애초에 스파이더맨단독영환데, 어벤져스5라고 생각하고 보는게 빡대갈인거지...  ","꽃다방미스차(ckcj****)","2019.07.02 21:29",8
"91","10","피터가 수트 만들때 토니랑 판박이라 맴찢ㅠㅠ  ","다몽이(anni****)","2019.07.02 14:48",10
"92","10","마블 배우들 연기도 왜이리 잘하냐 톰 홀랜드 첨엔 스파이더맨 안어울릴거 같았는데 점점 스파이더맨 = 톰 홀랜드 되는거 같다  ","semg****","2019.07.02 13:17",10
"93","9","예고편 너무 두루뭉술하게 나왔다 왜 이렇게 나왔을까란 생각들면서 보고나면 좀 실망하지 않을까 했었다. 근데 영화를 보니 그렇게 나올 수 밖에 없었다는 생각이 들었다. 또한 의문이었던 점들도 '이래서 였구나' ,'그럼그렇지' 라는 생각이 들었  ","김동혁(ksu8****)","2019.07.02 17:57",9
"94","6","스파이더맨이 너무 답답함 스케일도 확 줄어들고 cg는 볼만함  ","ssj0****","2019.07.02 18:00",6
"95","10","경이롭다. 엔드게임 이후로도 이정도 전율을 뽑아낼 수 있따는게...  ","kkpj****","2019.07.03 00:01",10
"96","10","또 보고 싶은 영화또 보고 싶은 피터 파커 얼굴  ","방민아(cjoy****)","2019.07.02 13:18",10
"97","10","아니 이번주주말에 보러가려고했는데 연예인 기사댓글에 뜬금없이 스포 하는 색기들 있어서 꼼짝없이 당함 제발좀 스포하지마라 스포하는사람들 학생이면 수능때 아파서 망할거고직장인이면 월급밀리거나 정리해고 당하길바람  ","미니마니모(jsy9****)","2019.07.02 12:40",10
"98","10","와 완전 미쳤네; 마지막 환영 전투신 보면서 오줌 질질 지렸음. 진짜 마블 올타임 No.1이다!!  ","이슬젖은산딸기(rock****)","2019.07.02 11:15",10
"99","10","어린 친구들이 피터 파커가 성장하는 걸 보면서 새로운 마블 시리즈의 팬이 될 것 같네요!  ","전재윤(rnsn****)","2019.07.02 15:07",10
"100","10","마블답게 신선함은 좋았지만 재미는 많이 아쉽다 도라에몽의 진구같은 스파이더맨.... 히어로 물 특유의 시원함보다는 답답함이 지루하게 느껴졌다  ","세종다이아몬드(sejo****)","2019.07.02 13:23",10
"101","2","재미는 있었으나 아이어맨의 엄청난 흥행으로 모든 시리즈가 아이언맨 중심이다 보니 스파이더맨인지 아이언맨인지 모르겠음 1편에선 스파이더맨을 너무 찌질이로 만들어놨음  ","Paper(iohi****)","2019.07.02 15:50",2
"102","6","... 아이언맨2탄의 느낌이야 빌런이 전혀.. 강하다고 느껴지지가 않아  ","ANCAT(4mur****)","2019.07.03 02:21",6
"103","10","솔직히 마블빠들 이해 못했는데 어벤져스3에 이어서 이번 스파이더맨 이 후로 입덕했다....  ","김구의득템(1kim****)","2019.07.03 00:26",10
"104","10","유럽여행 가고싶게 만드는 영화  ","닭도리장인(rlad****)","2019.07.02 22:14",10
"105","10","어디까지가 상상이고 어디까지가 현실인가  ","건우(rjsd****)","2019.07.02 19:50",10
"106","10","드론이 얼마나 무서운지 알게되었다.  ","그녀의방뎅이(alsg****)","2019.07.02 19:37",10
"107","10","내가 거미줄액션 맘먹고만들면 개쩔게만들수있다 라고 감독이 보여준영화  ","v136(alco****)","2019.07.02 19:20",10
"108","10","후기를 남기자면, 걍 봐라, 끝.  ","kepra(shw4****)","2019.07.02 16:05",10
"109","9","아이언맨을 떠나보내며 스파이더맨의 성장과 새로운 시작. 끝까지 반전의 연속. 원작 코믹스를 몰라서 더 큰 재미를 느낄 수 있어서 다행이다. 쿠키2개는 꼭 다 봐야함. 안보면 영화 본거 다 무용지물됨. 마블 최고!!  ","무관심대마왕(dlrw****)","2019.07.02 13:12",9
"110","10","휘트니휴스턴 I will always love you 노래랑 아이언맨, 캡틴, 블랙위도우 사진나올때 뭔가 찡햇다  ","skil****","2019.07.02 17:29",10
"111","4","그리쉽게 이디스를 넘길줄이야 스타크의 정성을..그리고 능력치 하락느낌..좋았던 점도 꽤 있지만 너무 기대를 한건지  ","Haru(redc****)","2019.07.03 04:24",4
"112","10","진짜 이게 영화지ㅎㅎㅎ  ","낫나남(boys****)","2019.07.03 10:27",10
"113","10","영화 시작하고 휘트니휘스턴 노래 나오는데 왜그리 짠한지...  ","박동규(risi****)","2019.07.03 10:26",10
"114","10","두번 세번 보고싶은영화ㅠㅠ  ","오지은(jieu****)","2019.07.02 21:26",10
"115","10","톰홀랜드 얼굴이 다했습니다. 톰홀랜드 사랑합니다.  ","공쥬(pjhs****)","2019.07.02 21:12",10
"116","10","1영화 2커플은 반칙이지  ","팩폭(doct****)","2019.07.02 20:27",10
"117","8","스파이더맨 영화는 아무래도 주인공이 급식이라서 그런지 마블식 유머가 너무 자주나와서 아쉬움 액션에 몰입이 안됨 ㅜㅠ 어른들마저 가벼웠어야 하나.... 싶네여 하지만 쿠키는 대박 쌍욕나왔음  ","rjs4****","2019.07.02 18:49",8
"118","10","최애케릭터 스파이더맨  ","can1****","2019.07.02 17:18",10
"119","10","짱잼이에요 진짱ㅜㅜ.꼭보세요  ","nanm****","2019.07.02 16:02",10
"120","9","마블은 정말 히어로물 잘 만든다. 걱정했던mj와의 로맨스는 학생들답게 최대한 가벼우면서도 새콤달콤하게 잘 찍었다. 피터의 성장이 이야기의 중심이니 혹 나같은 걱정을 했던분은 맘놓고 보러 가시라. 애꾸눈이 저런 캬릭이었나? 했지만 떡밥에서 의문풀림 ㅋㅋ  ","Rbk(mrza****)","2019.07.02 15:57",9
"121","10","마블 시네마틱 유니버스는 지금부터 다시 시작이다. 페이즈 3의 에필로그이자 페이즈 4의 프롤로그  ","낫더커피머신(rnlr****)","2019.07.02 13:19",10
"122","10","미스테리오 능력을 너무 잘 구현해냄. 그리고 다음시리즈도 너무기대하게 만드는 결말과 영화자체도 전편보다 너무 재밌었음  ","shakermaker(tmdd****)","2019.07.02 11:52",10
"123","8","솔직히 그 누구도 아이언맨을 뒤이을 순 없을 것같다.  ","성남레전드신태용(tjdw****)","2019.07.02 14:31",8
"124","10","스파이디가 사랑받을 수 밖에 없는 이유를 보여주는 영화.  ","테라(b1ac****)","2019.07.02 09:58",10
"125","10","그냥 마블..존잼이다,,  ","준토리(lego****)","2019.07.02 09:18",10
"126","6","관람객마블의 미래가 걱정됨 액션씬은 훌륭하지만 스토리전개가 영...  ","짓기싫어(gh29****)","2019.07.03 04:28",6
"127","10","진짜 두시간내내 뭔가 긴장감 넘쳣다...팝콘바닥에 내려놓고봄  ","웅이아부지이(fbwp****)","2019.07.02 10:04",10
"128","4","흐으음.. 보통 마블 영화 재밌게 보는데, 이번엔 별로였습니다. 빌런은 귀엽고. 서사는 유치하고. 스파이더맨은 멍청하고. 블립 사건은 가벼이 다뤄지고 있고.. 엔드게임 바로 다음 영화이면서 이 페이즈를 마무리하는 영화라기엔 부족함이 너무나도 큽니다.  ","잡생각쟁이(pig9****)","2019.07.03 13:46",4
"129","9","“엔드게임”에서 정점을 찍은 MCU에다가, 이미 하도 영화가 많이 나와서 사골을 우리다 못해 썩어문들어지는 “스파이더맨”을 또 이렇게 완벽하게 살려내는 마블 당신은 도대채...  ","밍큐(augu****)","2019.07.03 13:45",9
"130","10","역대 최고 스파이더맨 영화입니다꼭보세요  ","박주환(ende****)","2019.07.03 12:47",10
"131","10","재밌을게 뻔하니 10점 미리 준다  ","ajksdhjksq(kore****)","2019.07.03 10:49",10
"132","9","쿠키 2개다 봐야된다.  ","김지금(tow8****)","2019.07.03 10:28",9
"133","10","역시 스파이더맨, 역시 마블, 엔드게임 이후 새로운 시작을 멋지게 보여줌  ","인사열심(ehgu****)","2019.07.03 10:27",10
"134","10","관람객너무 재밌엉 진짜진짜맘에 짜리릿  ","김솔아(sola****)","2019.07.03 10:26",10
"135","10","꾸르잼~ 핵잼~ 존잼~  ","네오(gura****)","2019.07.03 10:26",10
"136","10","피터파커는 톰 홀랜드가 레전드ㅠㅠㅠㅠ  ","김유나(dbsk****)","2019.07.03 10:25",10
"137","6","어제 용산 cgv 아이맥스 8시 타임에 관람했는데 cg의 화려함은 좋았지만 피터의 답답함이 조금 재미를 반감시킨거 같네요.  ","Effort(ktg0****)","2019.07.03 09:21",6
"138","6","예고편을 보고 기대했던 모든요소들이 공허했다. 멀티버스의 가능성, 소문만큼의 어벤저스 에필로그. 대체 어딜봐서 에필로그라는건지. 토니가 그립다 한두마디 하면 에필로그인가?  ","ㄻㅇㅀㅁ(ksw2****)","2019.07.03 03:18",6
"139","8","난 그다지 재미있지 않았음  ","mr01****","2019.07.03 02:20",8
"140","9","관람객MJ 보다보니 매력있네  ","립플(chij****)","2019.07.03 00:23",9
"141","10","관람객역시 스파이더맨^^최고최고  ","브라우니(sora****)","2019.07.03 00:17",10
"142","10","앞부분 추모장면 너무 그리움이 느껴졌고 새 시대를 알리는 작품  ","앤불린(0807****)","2019.07.02 19:48",10
"143","10","개인적으론 홈커밍 보다 재밌었다 ㅋㅋㅋ  ","룰루랄라(ohri****)","2019.07.02 17:42",10
"144","10","피터의 시그널. 샘스파때 감동이 다시 살아났다.  ","윌(jmki****)","2019.07.02 15:58",10
"145","10","피터 찌리릿~최고~!!  ","정수자(coco****)","2019.07.02 13:53",10
"146","10","관람객히어로의 내적 갈등과 풀어내는 드라마액션코미디 요소앞으로 이야기에 대한 떡밥모든것이 좋았다  ","Jaehartist(catd****)","2019.07.02 13:33",10
"147","10","이번 마블 인트로 노래도 끝내주는 ..!!!!ㅋ?ㅋ?ㅋ?ㅋ환영씬 또한 끝내주는...!! 쿠키영상 또한...!!크으~  ","이사장(lkw3****)","2019.07.02 12:15",10
"148","8","스파이더맨이 진짜 히어로가 되어가는 영화인듯 2시간 그냥 흘러감... 쿠키영상 2개 꼭보시길  ","김인직(ldg1****)","2019.07.02 12:09",8
"149","10","사람들이 앤드게임이 스케일 커지니  보는 눈이 높아져서  별로다 그랬는데 난 오히려 홈커밍 보다 더 잘 만들었다 생각함.. 빌런도 잘 되있고 아이언맨이 없는 스파이더맨 이야기를 잘 표현 했다 생각듦  ","FatalㅡSS(dbtk****)","2019.07.03 12:29",10
"150","10","안그래도 정신없는데 계속 뒷통수 때리는 영화ㄷㄷㄷ이제 마블은 스파이더맨만 믿고 봅니다!!  ","제이양(jinj****)","2019.07.03 10:09",10
"151","6","이야기가 가슴에 와 닿지 않는다.  ","테콘(tekk****)","2019.07.03 05:20",6
"152","6","관람객중반까지 별 4개 뒤로 갈수록 별3. 차라리 미스테리오가 원래 목적되로 나왔으면 더 재밌었겠다.  ","peny****","2019.07.03 03:50",6
"153","10","너무 재미있었지만 남자친구랑 그냥 모텔가세요 아이들 데리고 가서 창피했네요  ","chm2****","2019.07.02 23:59",10
"154","10","관람객짱재미쑴 근데 쿠키 이해하시려면 캡틴마블 보고오셔요  ","wkdw****","2019.07.02 22:44",10
"155","10","1분본거 같은데 끝났네 핵잼 존잼 10잼  역시 마블은  천재집단인듯 근데 스파이더맨 우짜노 ....  ","아싸가오리(dmld****)","2019.07.02 21:49",10
"156","10","역대급 마블 영화였다. 제이크 질렌할 죽을때 곱게 죽어야지...  ","J O(hans****)","2019.07.02 20:28",10
"157","10","홀랜드  연기 개쩔음 ㄷㄷ  ","마이턴(mall****)","2019.07.02 19:35",10
"158","10","액션은 확실히 좋아짐역대급  ","chan****","2019.07.02 18:02",10
"159","5","그냥 그런데... 재미로 평가하자면 5점드림  ","국민포수강민호(lbk2****)","2019.07.02 15:43",5
"160","10","엔드게임이후의 세계관을 잘 나타내준것같고 일단 액션신이 너무 완벽함ㅜㅠ유투브같은데있는 추측글 1도 안맞으니 보지마시고 그냥 영화보세요ㅜㅠ피터파커자체가 스파이더맨인걸 증명하는 영화ㅜㅜ남은 시리즈한편도 암시해주면서 기대되는영화 ㅠ  ","김혜승(gptm****)","2019.07.02 14:39",10
"161","9","관람객재밌지만 기대한만큼은 아니였음  ","소나기(mono****)","2019.07.02 14:23",9
"162","10","질렌할 연기가 영화 반 이상 살린듯....표정 변화 소름ㄷㄷ  ","Soo(suye****)","2019.07.03 01:07",10
"163","10","다섯손가락에꼽을 마블영화  ","돌섬매(bird****)","2019.07.03 00:35",10
"164","9","쿠키영상 미쳤네 어쩐지 톰홀랜드 스파이더맨이 너무 밝은 분위기다 했어..그분 등장했으니 다음편은 분위기 안 봐도 뻔할듯  ","어휴(54dw****)","2019.07.02 17:56",9
